ClickId,ImpressionId,ClickTimestamp,TDID,UID2,PartnerId,AdvertiserId,CampaignId,AdGroupId,CreativeId,DeviceType,OS,Browser,Country,Region,LandingPageUrl,ClickType,IsValid
f9668c7b-66ce-4c4c-95f4-578ae2a3fcd8,ccc43350-e3c9-49bf-b7b6-826225b05296,2024-12-12T01:08:42,TDID_1A9F18D918E2431F,UID2_4c23bb4ceabc4052b6ba,partner_1750,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_performance_display,cr_ag_flight_holid_performance_display_1,SmartTV,Roku,App,AU,,https://flightdeals.com/promo,Standard,True
be4eb2ad-8834-4479-8a4f-d81bc2bdd216,05cebaf5-7632-48ad-a689-8bcc6428bd6e,2024-12-02T02:37:30,TDID_D12E1CCA23B44D5E,UID2_33e471176175400ea2cf,partner_4366,adv_finance_brand_001,cmp_bank_mortgage,ag_bank_mortgag_performance_display,cr_ag_bank_mortgag_performance_display_1,CTV,tvOS,App,CA,,https://securebank.com/promo,Expandable,False
f0a8e7b1-e425-42d9-b0cc-6258bf572f45,8607cfeb-cbe0-4dd7-809d-606e97efb3a5,2024-12-08T21:34:43,TDID_78E8D713AC8E4AD6,UID2_56b223761cba407589aa,partner_8401,adv_ent_brand_002,cmp_game_launch,ag_game_launch_performance_display,cr_ag_game_launch_performance_display_1,Tablet,Windows,Edge,DE,,https://gamezone.com/promo,VideoCompanion,True
3f9c2042-d748-421f-a67a-15ffdf769e83,43158a4b-c098-4f4e-bbf5-eda5ac322fd2,2024-11-22T10:12:01,TDID_C5FD5EF9A0AD4C61,UID2_c376e50cebc6450cb614,partner_3653,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_performance_display,cr_ag_winter_getaw_performance_display_1,Mobile,Android,Safari,CA,,https://travelease.com/promo,Expandable,True
fba8f06a-f675-4fe0-9679-5f6216490d97,48e7cfdc-6803-458e-b35e-6b36434a8776,2024-11-29T03:22:05,TDID_D0C4BF28E3EB4FA5,UID2_ee7c024a047e4f73a9d7,partner_4826,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_performance_display,cr_ag_flight_holid_performance_display_4,CTV,tvOS,App,CA,,https://flightdeals.com/promo,Expandable,True
db01394f-73dd-423a-b2e1-ea623cba2e2e,6b4933fe-dda0-4617-b041-c2752ca4510e,2024-12-05T23:08:29,TDID_A077E67C3CF64364,UID2_b01491799eac4b8fa611,partner_9487,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_performance_video,cr_ag_tech_product_performance_video_1,Mobile,iOS,Chrome,US,CA,https://techgiant.com/promo,Standard,True
80a9637a-d76b-4e4b-814b-205ab2236454,95482eaf-e84b-4ff8-ba38-1143b887c6bc,2024-11-25T03:43:44,TDID_6122B2C76FB44416,UID2_000d2a35e149443f96fa,partner_4156,adv_tech_brand_002,cmp_cloud_enterprise,ag_cloud_enterp_performance_display,cr_ag_cloud_enterp_performance_display_2,CTV,tvOS,App,DE,,https://cloudsoft.com/promo,Standard,True
54e103e3-9f49-411d-a00d-d0b375a74109,13bd8732-4866-4d7d-856d-a1b4c47c1d42,2024-12-01T14:52:51,TDID_8CFB3D098A634296,UID2_b45cd36eb41440a39486,partner_4922,adv_finance_brand_002,cmp_invest_retirement,ag_invest_retir_performance_video,cr_ag_invest_retir_performance_video_2,Desktop,macOS,Firefox,DE,,https://investpro.com/promo,Expandable,True
d334865c-5efe-4a1f-95f6-66d9fcf0dd00,6daff0e8-b083-43c5-805b-51c974ec9c94,2024-11-29T01:36:20,TDID_BFA8A391605D4055,UID2_9edfa9da12f8464fa76a,partner_3117,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_prospecting_video,cr_ag_bank_savings_prospecting_video_1,CTV,Android,App,UK,,https://securebank.com/promo,VideoCompanion,False
21c102b9-e159-459d-93ad-497e5ed36818,fa30d587-4c3d-4d8f-87f8-0145f90e7d36,2024-11-23T17:14:06,TDID_15B3855F3E8D4754,UID2_8e42e941d75d410e9bf7,partner_2221,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_retargeting_display,cr_ag_new_model_la_retargeting_display_1,SmartTV,FireTV,App,UK,,https://autodrive.com/promo,VideoCompanion,True
4aab7b6c-40bc-4e27-9f1e-575115c4f849,e692c3ee-6f84-4356-95cc-5dd2724909cf,2024-12-02T05:11:39,TDID_F0902D131AB547A3,UID2_e150c6f886b04dccb8e9,partner_2419,adv_tech_brand_002,cmp_cloud_enterprise,ag_cloud_enterp_retargeting_native,cr_ag_cloud_enterp_retargeting_native_1,SmartTV,Roku,App,US,TX,https://cloudsoft.com/promo,Expandable,True
628d65ff-cf1a-4f3d-ab91-09ca58d07285,3ca00253-584e-44bc-b2d4-6acf92d1b6c9,2024-11-28T15:02:55,TDID_65EE77C5FFE449B3,UID2_8917a510a04847f8a804,partner_8255,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_retargeting_display,cr_ag_new_model_la_retargeting_display_2,SmartTV,Roku,App,AU,,https://autodrive.com/promo,Standard,True
ee7d8374-eb88-472e-9b7f-dd354aa08c58,7d9850b3-c414-4735-bbc1-6538b930eacb,2024-12-02T19:54:43,TDID_6BB4D409A2C44AF4,UID2_b0c65d28855d48909e5b,partner_3392,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_retargeting_display,cr_ag_vacation_cru_retargeting_display_3,Desktop,Windows,Firefox,DE,,https://vacationhub.com/promo,VideoCompanion,True
87982bdd-f8c2-4ba9-aa18-4b52e1722880,1c3544f3-99d1-49eb-b7e7-1ca1bd721968,2024-11-26T23:58:05,TDID_682BDECA97574F36,UID2_519ad25b90654f5b8561,partner_2480,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_performance_video,cr_ag_speed_perfor_performance_video_3,Tablet,Windows,Safari,US,OH,https://speedmotors.com/promo,Expandable,True
8eda1a7d-a7f8-44de-9a14-3644ec3f76a3,72513f46-5bf1-426f-839b-339f5faf6640,2024-12-08T23:20:18,TDID_46E43071E9884454,UID2_ca76e5e7a91c433a9004,partner_6887,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_2,Tablet,Windows,Edge,UK,,https://electracar.com/promo,Expandable,True
b81055a5-b865-4c23-8959-2741784ad7cb,2d1c30af-dd8a-4d9f-88c7-e259c1ac8de4,2024-12-15T19:34:42,TDID_10BBF31D76874D0C,UID2_7630cf5375d34ed99162,partner_5353,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_prospecting_native,cr_ag_clean_newyea_prospecting_native_2,Desktop,macOS,Firefox,CA,,https://cleanhome.com/promo,Standard,True
2da144a9-091c-4f44-b0cf-418e8b3914f5,31076467-4420-4204-9575-6b79a19bd965,2024-12-08T12:10:09,TDID_2F42DD6808AE476A,UID2_d3472e1b2c4c45d9acdd,partner_7971,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_1,CTV,Roku,App,AU,,https://electracar.com/promo,Standard,True
025459ae-0921-497f-bdb4-0a7fb1a9f89c,28abfb09-c18d-47df-9117-48b6f2ab0ce6,2024-12-11T21:41:56,TDID_F975282E5C264577,UID2_08e5ad24ca474e0cabe2,partner_8590,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_awareness_video,cr_ag_flight_holid_awareness_video_2,Tablet,macOS,Firefox,US,IL,https://flightdeals.com/promo,Expandable,True
c1cb1254-506a-4d9c-ab42-e58e79855a2a,7727678a-f7a8-4644-9340-17bceaa8887d,2024-12-04T04:38:28,TDID_24EA2D40CB9F4A32,UID2_3d7be50e00bb4795b30f,partner_1234,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_performance_video,cr_ag_vacation_cru_performance_video_3,SmartTV,tvOS,App,CA,,https://vacationhub.com/promo,Standard,True
8513aaef-edf9-4ca5-873e-c88a6961e9ca,1d5ac3c4-8fb9-49dd-97f2-71d5e17dd3db,2024-12-08T02:19:48,TDID_5640B6A0B23848D2,UID2_1786f50739a34712986a,partner_5290,adv_retail_brand_002,cmp_shopsmart_blackfriday,ag_shopsmart_bl_retargeting_native,cr_ag_shopsmart_bl_retargeting_native_2,SmartTV,FireTV,App,UK,,https://shopsmart.com/promo,Standard,True
4281e331-38a4-4a70-aa83-c62f803a35dc,4340a247-765b-4064-9ab0-0e7783f63813,2024-11-30T02:35:09,TDID_7A9B4E8F327349FF,UID2_41a510bc75484191a9b6,partner_3256,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_retargeting_native,cr_ag_winter_getaw_retargeting_native_1,Mobile,iOS,Safari,UK,,https://travelease.com/promo,Standard,True
11be5410-efcf-4444-8468-1e0d5445dd99,56352fe9-cba7-46d5-bb17-bc902013eadc,2024-11-28T07:43:43,TDID_56C620D0C98644EF,UID2_5ab27f70a3e94cf3b37c,partner_1701,adv_tech_brand_002,cmp_cloud_enterprise,ag_cloud_enterp_performance_display,cr_ag_cloud_enterp_performance_display_2,Desktop,macOS,Safari,FR,,https://cloudsoft.com/promo,Expandable,True
f815e01d-b7d2-496e-83a0-cdce495ce871,ea2a58e3-23d7-49c8-8b45-fe86ce9ecb05,2024-11-25T16:56:04,TDID_02F08A49E3A44FBE,UID2_c2909150f3f24398adb9,partner_2332,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_awareness_video,cr_ag_vacation_cru_awareness_video_1,SmartTV,Android,App,UK,,https://vacationhub.com/promo,VideoCompanion,True
350ff670-3941-4295-9063-50a1b713176f,92385cc0-5f3f-43cf-9eae-61f2346607ef,2024-12-06T13:42:10,TDID_0AB04D7D5F59487F,UID2_0f890574098045619b0a,partner_5756,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_3,Mobile,iOS,Safari,FR,,https://electracar.com/promo,VideoCompanion,True
5ed64da4-92b6-442d-9362-59de735109d1,ffbb7b7b-3361-4957-ac91-d20826cf28d7,2024-12-07T19:09:16,TDID_D0DE1A60EBAC4F00,UID2_e5cf6af2213e4ea9b7ce,partner_2846,adv_ent_brand_001,cmp_stream_holiday,ag_stream_holid_prospecting_video,cr_ag_stream_holid_prospecting_video_1,SmartTV,FireTV,App,AU,,https://streammax.com/promo,VideoCompanion,True
50271dd6-2c20-44bd-8128-312fedfd86e1,fb6bd177-162b-4ae8-9513-eba8f27c984f,2024-12-11T07:46:37,TDID_B0897F040C114D64,UID2_088d813643f74141b8cb,partner_3676,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_prospecting_native,cr_ag_fresh_holida_prospecting_native_3,CTV,Roku,App,US,MI,https://freshfoods.com/promo,Standard,True
8dcad3b0-f9b7-43d2-9eab-8cc095722498,a17b7f7d-3cbb-427e-911c-1e98e9bc5283,2024-11-23T09:19:01,TDID_0B0EE56D2E8D4F29,UID2_137a0e4c0ee44af49293,partner_8608,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_3,SmartTV,tvOS,App,AU,,https://electracar.com/promo,Standard,True
23e1a518-d1ae-44f6-812b-d527e42dab31,bc875647-3a8e-49be-876b-e3e9b8fc4023,2024-12-15T00:23:44,TDID_99982DF271D94079,UID2_297764d1275542228d8f,partner_8006,adv_tech_brand_003,cmp_app_install,ag_app_install_retargeting_display,cr_ag_app_install_retargeting_display_1,SmartTV,tvOS,App,CA,,https://appmaster.com/promo,Expandable,True
07ddfa7b-476c-4586-9195-570944b6ad04,43e4f3c3-cc48-470a-9e59-43d50a6ae864,2024-12-07T13:57:13,TDID_A045956A79D84996,UID2_1fb18791955e4943b1ba,partner_1661,adv_retail_brand_001,cmp_brand_awareness_q4,ag_brand_awaren_retargeting_native,cr_ag_brand_awaren_retargeting_native_1,Desktop,Windows,Safari,DE,,https://retailmax.com/promo,Standard,True
c6f33ef1-b3ba-4c50-8fa8-4a8129eb0d9f,d1fc6ba9-f9ef-4671-9def-ce32e8c0b8b0,2024-12-08T15:57:31,TDID_155E2A82117D48D8,UID2_2a15ad9a051e42dd9f25,partner_2621,adv_retail_brand_001,cmp_retail_clearance,ag_retail_clear_performance_display,cr_ag_retail_clear_performance_display_2,CTV,Android,App,US,NY,https://retailmax.com/promo,Expandable,True
6fb417d2-7fe3-4bf5-bf5e-de1dc0988211,489952dd-2ba1-4a13-99d2-d732be7a87d8,2024-11-26T05:36:31,TDID_EFDC82E120FF485C,UID2_1ed60e9ad046479786ef,partner_1502,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_awareness_video,cr_ag_new_model_la_awareness_video_2,Desktop,Windows,Safari,US,IL,https://autodrive.com/promo,Standard,True
4e457da3-db49-4b28-b129-ef7046df278b,912d7d2b-88d6-4a53-8b6e-bb4111101469,2024-11-24T01:31:15,TDID_3B0E841521734F2F,UID2_b4eae53b815e46e09118,partner_2960,adv_health_brand_001,cmp_health_enrollment,ag_health_enrol_performance_video,cr_ag_health_enrol_performance_video_2,Tablet,Windows,Edge,UK,,https://healthplus.com/promo,Expandable,True
52d70302-b511-4961-afa4-f50f5b98e012,e1b3c6be-b8ed-4e1f-a872-c83c4337107b,2024-11-19T07:32:37,TDID_C00684E98F1F4B32,UID2_f265c79ea55e4664ab74,partner_2629,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_retargeting_display,cr_ag_new_model_la_retargeting_display_1,Tablet,Windows,Edge,US,PA,https://autodrive.com/promo,VideoCompanion,True
8bdf74de-f9a9-4a9d-9f75-33be31bdaed2,2ea79405-7ad5-4b11-8204-8f8773ca2404,2024-12-05T23:57:31,TDID_5AF3DAAAB7F0431A,UID2_cbc306bd81ae4e00a3d6,partner_2013,adv_auto_brand_003,cmp_electra_ev_awareness,ag_electra_ev_a_prospecting_native,cr_ag_electra_ev_a_prospecting_native_2,Tablet,macOS,Edge,DE,,https://electracar.com/promo,Standard,True
cfc377a8-8538-4d1b-8e30-65f73dbff8bb,0e635643-e368-4104-b9de-3b2bb9f46b0b,2024-12-11T10:48:22,TDID_AE0553E6BEDC4E48,UID2_38547e898d4949da9e15,partner_8997,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_awareness_video,cr_ag_flight_holid_awareness_video_2,Tablet,Windows,Safari,CA,,https://flightdeals.com/promo,Expandable,True
c1799934-e50f-4a1b-a1fb-7ba90248e194,751bba39-1298-434d-b525-d43bea6d7b25,2024-11-28T23:13:50,TDID_3E32D09088BC4628,UID2_37bb4e2196dd41bf9662,partner_5900,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_retargeting_native,cr_ag_auto_yearend_retargeting_native_1,CTV,tvOS,App,AU,,https://autodrive.com/promo,Standard,False
3d413801-9ed1-4658-83fc-26cb223932da,2763d70e-79f2-4dd1-8bb3-85989468c8bd,2024-12-09T10:07:44,TDID_9A5B98C9C46C41A2,UID2_0c226ca51f9443b89f6b,partner_6991,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_performance_video,cr_ag_vacation_cru_performance_video_3,Tablet,Windows,Edge,AU,,https://vacationhub.com/promo,Standard,True
028d24a0-239c-4297-b178-152b19acfa59,f88d04a3-0f9c-4d83-83df-2276102563ce,2024-12-06T07:10:52,TDID_1F488E646E65411C,UID2_dbae394b9f4341ceae6f,partner_9965,adv_ent_brand_002,cmp_game_launch,ag_game_launch_prospecting_video,cr_ag_game_launch_prospecting_video_1,Desktop,Windows,Edge,CA,,https://gamezone.com/promo,Expandable,True
cba19e7c-dee4-4cae-9e1a-a4867eb24a43,4943884b-dcc0-4dea-8e84-6237278f0d68,2024-12-12T09:03:30,TDID_B65630FF5FEF4A4B,UID2_211b65e2454b41faa9f3,partner_9445,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_3,CTV,Android,App,AU,,https://electracar.com/promo,Expandable,True
74db1010-ef3b-4e78-9f19-0cb00d560cb3,635e237d-67ff-4b1a-8bba-d36897a9b6be,2024-11-21T21:15:24,TDID_2B9CB4D82F824D6E,UID2_7b40ba40285a4c4190d1,partner_6527,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_retargeting_native,cr_ag_auto_yearend_retargeting_native_2,Tablet,macOS,Chrome,US,OH,https://autodrive.com/promo,Expandable,True
b626226e-3f8b-418a-a7d9-0892c421598a,949f76ea-4f91-4d99-9b07-7fbc1fde01bc,2024-11-23T17:53:36,TDID_F677D4A9DF1341D5,UID2_4667d391f0bf4f8da02f,partner_5434,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_performance_video,cr_ag_speed_perfor_performance_video_1,Desktop,macOS,Safari,DE,,https://speedmotors.com/promo,Standard,True
59c8606f-e645-481d-8c91-f79188a59a99,98045d22-d80a-4429-90a2-a6453c897b3e,2024-12-01T20:48:38,TDID_AF0FE50A4269485A,UID2_165ca4ee481b4bcc9ac5,partner_2843,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_performance_video,cr_ag_fresh_holida_performance_video_3,Mobile,Android,Samsung Internet,US,OH,https://freshfoods.com/promo,Expandable,True
07195145-780c-4c88-b20b-db42f5befc14,f452fd52-344e-4ef3-a045-8d235c241f88,2024-12-14T09:07:58,TDID_20C5F1252EAF4213,UID2_67f890816ebb4f0dacac,partner_3581,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_1,Desktop,Windows,Firefox,CA,,https://electracar.com/promo,VideoCompanion,True
9e6ca65f-448f-4d77-b2f3-d198711d896e,d525b1c8-1b69-4d35-b4d0-5ac4593bf817,2024-11-18T08:41:28,TDID_A0E2E6ECED1D489C,UID2_f5fe60179075460dbf75,partner_9856,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_prospecting_native,cr_ag_winter_getaw_prospecting_native_1,Tablet,macOS,Firefox,FR,,https://travelease.com/promo,Standard,True
bc24999d-40b2-477b-ac12-ff584da34c54,53207c2b-038e-49d0-9ac0-218da59c605e,2024-12-13T16:21:04,TDID_9688F72D3EA049F6,UID2_05c69dc2d16a4aa98316,partner_7584,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_prospecting_video,cr_ag_bank_savings_prospecting_video_3,Desktop,Windows,Firefox,CA,,https://securebank.com/promo,Expandable,True
